M_pbh_g,M_pbh_kg,M_pbh_Msun,Schwarzschild_radius_pc,r_eval_pc,rho_D
1.2915496650148828e+16,12915496650148.828,6.495389527318487e-18,6.216627988262731e-31,0.008947473684210526,2.556548312482735e-36
1.2915496650148828e+16,12915496650148.828,6.495389527318487e-18,6.216627988262731e-31,0.009473736842105264,1.575533557244017e-40
1.2915496650148828e+16,12915496650148.828,6.495389527318487e-18,6.216627988262731e-31,0.01,5.580113964031254e-45
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,1e-06,0.14999985000007499
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.0005272631578947369,0.11359379194509428
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.0010535263157894737,0.049437912829935295
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.0015797894736842106,0.012365378522672115
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.0021060526315789477,0.0017774461859718644
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.002632315789473685,0.00014683421446193067
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.0031585789473684216,6.971076122446871e-06
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.0036848421052631582,1.9020159031240705e-07
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.004211105263157895,2.9824297321568774e-09
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.0047373684210526325,2.6876211762160997e-11
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.00526363157894737,1.391898754101845e-13
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.005789894736842106,4.1427525717336737e-16
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.006316157894736843,7.086178741723206e-19
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.00684242105263158,6.965895702648522e-22
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.007368684210526316,3.935352055155688e-25
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.007894947368421053,1.277709048950997e-28
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.00842121052631579,2.384087049030871e-32
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.008947473684210526,2.556548312482735e-36
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.009473736842105264,1.575533557244017e-40
1.4508287784959432e+16,14508287784959.432,7.29642715959067e-18,6.983287623299395e-31,0.01,5.580113964031254e-45
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,1e-06,0.14999985000007499
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.0005272631578947369,0.11359379194509428
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.0010535263157894737,0.049437912829935295
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.0015797894736842106,0.012365378522672115
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.0021060526315789477,0.0017774461859718644
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.002632315789473685,0.00014683421446193067
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.0031585789473684216,6.971076122446871e-06
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.0036848421052631582,1.9020159031240705e-07
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.004211105263157895,2.9824297321568774e-09
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.0047373684210526325,2.6876211762160997e-11
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.00526363157894737,1.391898754101845e-13
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.005789894736842106,4.1427525717336737e-16
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.006316157894736843,7.086178741723206e-19
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.00684242105263158,6.965895702648522e-22
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.007368684210526316,3.935352055155688e-25
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.007894947368421053,1.277709048950997e-28
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.00842121052631579,2.384087049030871e-32
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.008947473684210526,2.556548312482735e-36
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.009473736842105264,1.575533557244017e-40
1.6297508346206402e+16,16297508346206.402,8.196251983241766e-18,7.844494816450182e-31,0.01,5.580113964031254e-45
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,1e-06,0.14999985000007499
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.0005272631578947369,0.11359379194509428
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.0010535263157894737,0.049437912829935295
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.0015797894736842106,0.012365378522672115
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.0021060526315789477,0.0017774461859718644
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.002632315789473685,0.00014683421446193067
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.0031585789473684216,6.971076122446871e-06
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.0036848421052631582,1.9020159031240705e-07
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.004211105263157895,2.9824297321568774e-09
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.0047373684210526325,2.6876211762160997e-11
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.00526363157894737,1.391898754101845e-13
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.005789894736842106,4.1427525717336737e-16
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.006316157894736843,7.086178741723206e-19
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.00684242105263158,6.965895702648522e-22
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.007368684210526316,3.935352055155688e-25
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.007894947368421053,1.277709048950997e-28
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.00842121052631579,2.384087049030871e-32
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.008947473684210526,2.556548312482735e-36
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.009473736842105264,1.575533557244017e-40
1.8307382802953696e+16,18307382802953.695,9.207046833119325e-18,8.811909553890078e-31,0.01,5.580113964031254e-45
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,1e-06,0.14999985000007499
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.0005272631578947369,0.11359379194509428
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.0010535263157894737,0.049437912829935295
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.0015797894736842106,0.012365378522672115
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.0021060526315789477,0.0017774461859718644
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.002632315789473685,0.00014683421446193067
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.0031585789473684216,6.971076122446871e-06
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.0036848421052631582,1.9020159031240705e-07
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.004211105263157895,2.9824297321568774e-09
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.0047373684210526325,2.6876211762160997e-11
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.00526363157894737,1.391898754101845e-13
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.005789894736842106,4.1427525717336737e-16
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.006316157894736843,7.086178741723206e-19
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.00684242105263158,6.965895702648522e-22
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.007368684210526316,3.935352055155688e-25
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.007894947368421053,1.277709048950997e-28
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.00842121052631579,2.384087049030871e-32
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.008947473684210526,2.556548312482735e-36
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.009473736842105264,1.575533557244017e-40
2.05651230834866e+16,20565123083486.6,1.0342496980397212e-17,9.898629778313447e-31,0.01,5.580113964031254e-45
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,1e-06,0.14999985000007499
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.0005272631578947369,0.11359379194509428
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.0010535263157894737,0.049437912829935295
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.0015797894736842106,0.012365378522672115
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.0021060526315789477,0.0017774461859718644
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.002632315789473685,0.00014683421446193067
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.0031585789473684216,6.971076122446871e-06
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.0036848421052631582,1.9020159031240705e-07
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.004211105263157895,2.9824297321568774e-09
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.0047373684210526325,2.6876211762160997e-11
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.00526363157894737,1.391898754101845e-13
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.005789894736842106,4.1427525717336737e-16
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.006316157894736843,7.086178741723206e-19
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.00684242105263158,6.965895702648522e-22
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.007368684210526316,3.935352055155688e-25
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.007894947368421053,1.277709048950997e-28
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.00842121052631579,2.384087049030871e-32
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.008947473684210526,2.556548312482735e-36
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.009473736842105264,1.575533557244017e-40
2.310129700083158e+16,23101297000831.582,1.1617975419082808e-17,1.1119368723531404e-30,0.01,5.580113964031254e-45
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,1e-06,0.14999985000007499
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.0005272631578947369,0.11359379194509428
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.0010535263157894737,0.049437912829935295
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.0015797894736842106,0.012365378522672115
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.0021060526315789477,0.0017774461859718644
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.002632315789473685,0.00014683421446193067
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.0031585789473684216,6.971076122446871e-06
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.0036848421052631582,1.9020159031240705e-07
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.004211105263157895,2.9824297321568774e-09
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.0047373684210526325,2.6876211762160997e-11
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.00526363157894737,1.391898754101845e-13
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.005789894736842106,4.1427525717336737e-16
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.006316157894736843,7.086178741723206e-19
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.00684242105263158,6.965895702648522e-22
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.007368684210526316,3.935352055155688e-25
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.007894947368421053,1.277709048950997e-28
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.00842121052631579,2.384087049030871e-32
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.008947473684210526,2.556548312482735e-36
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.009473736842105264,1.575533557244017e-40
2.5950242113997424e+16,25950242113997.426,1.3050751002803731e-17,1.2490654118687078e-30,0.01,5.580113964031254e-45
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,1e-06,0.14999985000007499
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.0005272631578947369,0.11359379194509428
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.0010535263157894737,0.049437912829935295
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.0015797894736842106,0.012365378522672115
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.0021060526315789477,0.0017774461859718644
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.002632315789473685,0.00014683421446193067
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.0031585789473684216,6.971076122446871e-06
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.0036848421052631582,1.9020159031240705e-07
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.004211105263157895,2.9824297321568774e-09
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.0047373684210526325,2.6876211762160997e-11
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.00526363157894737,1.391898754101845e-13
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.005789894736842106,4.1427525717336737e-16
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.006316157894736843,7.086178741723206e-19
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.00684242105263158,6.965895702648522e-22
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.007368684210526316,3.935352055155688e-25
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.007894947368421053,1.277709048950997e-28
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.00842121052631579,2.384087049030871e-32
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.008947473684210526,2.556548312482735e-36
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.009473736842105264,1.575533557244017e-40
2.91505306282517e+16,29150530628251.7,1.4660222249861452e-17,1.4031051959137111e-30,0.01,5.580113964031254e-45
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,1e-06,0.14999985000007499
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.0005272631578947369,0.11359379194509428
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.0010535263157894737,0.049437912829935295
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.0015797894736842106,0.012365378522672115
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.0021060526315789477,0.0017774461859718644
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.002632315789473685,0.00014683421446193067
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.0031585789473684216,6.971076122446871e-06
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.0036848421052631582,1.9020159031240705e-07
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.004211105263157895,2.9824297321568774e-09
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.0047373684210526325,2.6876211762160997e-11
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.00526363157894737,1.391898754101845e-13
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.005789894736842106,4.1427525717336737e-16
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.006316157894736843,7.086178741723206e-19
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.00684242105263158,6.965895702648522e-22
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.007368684210526316,3.935352055155688e-25
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.007894947368421053,1.277709048950997e-28
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.00842121052631579,2.384087049030871e-32
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.008947473684210526,2.556548312482735e-36
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.009473736842105264,1.575533557244017e-40
3.2745491628777316e+16,32745491628777.316,1.646817998206863e-17,1.5761417873662203e-30,0.01,5.580113964031254e-45
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,1e-06,0.14999985000007499
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.0005272631578947369,0.11359379194509428
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.0010535263157894737,0.049437912829935295
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.0015797894736842106,0.012365378522672115
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.0021060526315789477,0.0017774461859718644
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.002632315789473685,0.00014683421446193067
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.0031585789473684216,6.971076122446871e-06
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.0036848421052631582,1.9020159031240705e-07
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.004211105263157895,2.9824297321568774e-09
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.0047373684210526325,2.6876211762160997e-11
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.00526363157894737,1.391898754101845e-13
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.005789894736842106,4.1427525717336737e-16
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.006316157894736843,7.086178741723206e-19
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.00684242105263158,6.965895702648522e-22
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.007368684210526316,3.935352055155688e-25
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.007894947368421053,1.277709048950997e-28
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.00842121052631579,2.384087049030871e-32
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.008947473684210526,2.556548312482735e-36
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.009473736842105264,1.575533557244017e-40
3.678379771828619e+16,36783797718286.195,1.8499102353265265e-17,1.7705179491294104e-30,0.01,5.580113964031254e-45
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,1e-06,0.14999985000007499
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.0005272631578947369,0.11359379194509428
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.0010535263157894737,0.049437912829935295
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.0015797894736842106,0.012365378522672115
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.0021060526315789477,0.0017774461859718644
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.002632315789473685,0.00014683421446193067
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.0031585789473684216,6.971076122446871e-06
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.0036848421052631582,1.9020159031240705e-07
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.004211105263157895,2.9824297321568774e-09
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.0047373684210526325,2.6876211762160997e-11
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.00526363157894737,1.391898754101845e-13
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.005789894736842106,4.1427525717336737e-16
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.006316157894736843,7.086178741723206e-19
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.00684242105263158,6.965895702648522e-22
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.007368684210526316,3.935352055155688e-25
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.007894947368421053,1.277709048950997e-28
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.00842121052631579,2.384087049030871e-32
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.008947473684210526,2.556548312482735e-36
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.009473736842105264,1.575533557244017e-40
4.132012400115334e+16,41320124001153.34,2.078048626194332e-17,1.988865363076042e-30,0.01,5.580113964031254e-45
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,1e-06,0.14999985000007499
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.0005272631578947369,0.11359379194509428
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.0010535263157894737,0.049437912829935295
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.0015797894736842106,0.012365378522672115
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.0021060526315789477,0.0017774461859718644
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.002632315789473685,0.00014683421446193067
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.0031585789473684216,6.971076122446871e-06
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.0036848421052631582,1.9020159031240705e-07
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.004211105263157895,2.9824297321568774e-09
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.0047373684210526325,2.6876211762160997e-11
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.00526363157894737,1.391898754101845e-13
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.005789894736842106,4.1427525717336737e-16
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.006316157894736843,7.086178741723206e-19
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.00684242105263158,6.965895702648522e-22
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.007368684210526316,3.935352055155688e-25
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.007894947368421053,1.277709048950997e-28
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.00842121052631579,2.384087049030871e-32
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.008947473684210526,2.556548312482735e-36
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.009473736842105264,1.575533557244017e-40
4.641588833612791e+16,46415888336127.914,2.3343219635010743e-17,2.2341402607008953e-30,0.01,5.580113964031254e-45
5.214008287999674e+16,52140082879996.734,2.6221999623092014e-17,2.5096634478890993e-30,1e-06,0.14999985000007499
